Time            Gimbal_Position    Gimbal_Yaw    Right_Shoulder_Roll Right_Wrist_Roll Left_Shoulder_Roll   Left_Wrist_Roll

0.271095991135 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.320777177811 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.370796203613 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.420617103577 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.470499038696 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.520699977875 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
0.570417165756 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.620288133621 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.670112133026 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.72005200386 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
0.770099163055 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.819916009903 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.870781183243 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
0.921755075455 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
0.970653057098 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.02043914795 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
1.07040715218 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.12025213242 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.17025399208 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.22016811371 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
1.27003216743 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.3200480938 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.37094402313 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.42183208466 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.47078418732 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
1.52066397667 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.57056498528 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.62038516998 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.67125821114 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.72128605843 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.77017807961 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.81997609138 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.87090802193 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.91990303993 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
1.97084498405 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.02081513405 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.0706679821 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.12051105499 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.17145800591 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.22128415108 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
2.27020215988 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.32024312019 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.37002921104 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.42091608047 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
2.470911026 0.0199417502425 -0.015625 0.0 0.0 0.0 0.0
2.52078413963 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.57074999809 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.62055206299 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
2.67042207718 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.7205491066 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
2.7715651989 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
2.82022213936 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.87020516396 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.92006897926 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
2.97092819214 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.02080607414 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.07081604004 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.12065911293 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.17171120644 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.22059607506 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.27043509483 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.3204331398 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.37031006813 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.42008113861 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.46992015839 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.52185320854 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.57085704803 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.62071609497 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.67064118385 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.7205350399 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
3.77055716515 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.82042217255 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.87026309967 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.92115902901 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
3.97012209892 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
4.021007061 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
4.07076907158 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
4.12165117264 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
4.17059016228 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
4.22160410881 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
4.27051901817 0.0199417502425 -0.0078125 0.0 0.0 0.0 0.0
4.32138419151 0.0184077694546 -0.015625 0.0 0.0 0.0 0.0
