Time           X-Position    Pitch PID   P   I    D          Error

0.22870016098 358.943878174 1500 1500 -0.0 0.0 0.00479125976562 -0.0
0.278340101242 358.915557861 1500 1500 -0.0 0.0 0.01416015625 -0.0
0.327988147736 358.897277832 1500 1500 -0.0 0.0 0.00914001464844 -0.0
0.378010988235 359.051696777 1500 1499 -0.0 0.0 -0.0772094726562 -0.0
0.427663087845 358.901245117 1500 1500 -0.0 0.0 0.0752258300781 -0.0
0.477298021317 358.861999512 1500 1500 -0.0 0.0 0.0196228027344 -0.0
0.527035951614 359.229492188 1500 1499 -0.0 0.0 -0.183746337891 -0.0
0.576703071594 359.22354126 1500 1500 -0.0 0.0 0.00297546386719 -0.0
0.626433134079 359.008148193 1500 1500 -0.0 0.0 0.107696533203 -0.0
0.676064968109 358.96081543 1500 1500 -0.0 0.0 0.0236663818359 -0.0
0.7259349823 358.936004639 1500 1499 -0.0 0.0 -0.00398254394531 -0.0
0.77607011795 358.975158691 1500 1499 -0.0 0.0 -0.00318908691406 -0.0
0.825773000717 358.991394043 1500 1500 -0.0 0.0 0.0616302490234 -0.0
0.875627040863 359.089385986 1500 1499 -0.0 0.0 -0.150772094727 -0.0
0.925158977509 359.280517578 1500 1499 -0.0 0.0 -0.0635375976562 -0.0
0.974931955338 359.109405518 1500 1500 -0.0 0.0 0.207046508789 -0.0
1.02484202385 358.896209717 1500 1499 -0.0 0.0 -0.014892578125 -0.0
1.07440400124 359.00402832 1500 1499 -0.0 0.0 -0.0539093017578 -0.0
1.12411904335 358.963897705 1500 1500 -0.0 0.0 0.0200653076172 -0.0
1.17375016212 358.917205811 1500 1500 -0.0 0.0 0.0233459472656 -0.0
1.22340202332 358.886199951 1500 1500 -0.0 0.0 0.0155029296875 -0.0
1.27333903313 358.837799072 1500 1500 -0.0 0.0 0.0242004394531 -0.0
1.32304811478 358.874298096 1500 1499 -0.0 0.0 -0.0182495117188 -0.0
1.37302517891 358.847595215 1500 1500 -0.0 0.0 0.0133514404297 -0.0
1.42280697823 358.887329102 1500 1499 -0.0 0.0 -0.0198669433594 -0.0
1.47242808342 359.018859863 1500 1499 -0.0 0.0 -0.0657653808594 -0.0
1.5221350193 358.926727295 1500 1500 -0.0 0.0 0.0460662841797 -0.0
1.57185196877 359.222503662 1500 1499 -0.0 0.0 -0.147888183594 -0.0
1.62173104286 359.351409912 1500 1499 -0.0 0.0 -0.064453125 -0.0
1.67146205902 358.909423828 1500 1500 -0.0 0.0 0.220993041992 -0.0
1.72111701965 358.952880859 1500 1499 -0.0 0.0 -0.021728515625 -0.0
1.77118396759 359.106536865 1500 1499 -0.0 0.0 -0.0768280029297 -0.0
