Time           Y-Position    Roll  PID   P   I    D          Error

0.214594125748 613.962402344 1490 
0.264324188232 614.069702148 1490 1490 -0.0 0.0 0.0726928710938 -0.0
0.314278125763 613.346252441 1490 1489 -0.0 0.0 -0.0369873046875 -0.0
0.363998174667 613.317871094 1490 1491 -0.0 0.0 1.05889892578 -0.0
0.413768053055 614.079345703 1490 1488 -0.0 0.0 -1.03115844727 -0.0
0.46343421936 613.384765625 1490 1491 -0.0 0.0 1.04086303711 -0.0
0.513352155685 614.099365234 1490 1488 -0.0 0.0 -1.01962280273 -0.0
0.562830209732 613.384338379 1490 1489 -0.0 0.0 -0.037353515625 -0.0
0.612435102463 614.085571289 1490 1491 -0.0 0.0 1.1305847168 -0.0
0.662286043167 613.995910645 1490 1490 -0.0 0.0 0.0425720214844 -0.0
0.712078094482 614.069641113 1490 1488 -0.0 0.0 -1.08288574219 -0.0
0.761813163757 614.191223145 1490 1489 -0.0 0.0 -0.0718688964844 -0.0
0.811458110809 613.343933105 1490 1489 -0.0 0.0 -0.119842529297 -0.0
0.861160993576 614.116088867 1490 1490 -0.0 0.0 0.166168212891 -0.0
0.910919189453 614.324768066 1490 1490 -0.0 0.0 0.0198669433594 -0.0
0.960938215256 614.122741699 1490 1489 -0.0 0.0 -0.302673339844 -0.0
1.01065611839 614.07244873 1490 1491 -0.0 0.0 1.28302001953 -0.0
1.06037020683 614.084350586 1490 1490 -0.0 0.0 0.0179443359375 -0.0
1.11011314392 614.06817627 1490 1488 -0.0 0.0 -1.06539916992 -0.0
1.15994215012 614.213012695 1490 1490 -0.0 0.0 0.0281066894531 -0.0
1.20958018303 614.10949707 1490 1491 -0.0 0.0 1.00497436523 -0.0
1.25916814804 614.067443848 1490 1488 -0.0 0.0 -1.00900268555 -0.0
1.30886411667 614.293518066 1490 1491 -0.0 0.0 1.06265258789 -0.0
1.35876703262 614.225524902 1490 1488 -0.0 0.0 -1.3332824707 -0.0
1.40849208832 614.124694824 1490 1490 -0.0 0.0 0.0696716308594 -0.0
1.4582362175 614.178161621 1490 1490 -0.0 0.0 0.0890808105469 -0.0
1.50830411911 614.101074219 1490 1489 -0.0 0.0 -0.124786376953 -0.0
1.55807113647 614.089599609 1490 1490 -0.0 0.0 0.047607421875 -0.0
1.60793209076 614.06829834 1490 1490 -0.0 0.0 0.034423828125 -0.0
1.65745019913 614.30456543 1490 1490 -0.0 0.0 0.0442199707031 -0.0
1.70729017258 614.188781738 1490 1489 -0.0 0.0 -0.0733337402344 -0.0
1.75694918633 614.071594238 1490 1490 -0.0 0.0 0.230712890625 -0.0
1.80673718452 614.125671387 1490 1489 -0.0 0.0 -0.101989746094 -0.0
1.85651898384 613.412719727 1490 1490 -0.0 0.0 9.1552734375e-05 -0.0
1.90619516373 614.071594238 1490 1490 -0.0 0.0 0.0347900390625 -0.0
1.95591711998 613.389526367 1490 1490 -0.0 0.0 0.13037109375 -0.0
2.00559306145 614.178344727 1490 1490 -0.0 0.0 0.895568847656 -0.0
2.05562710762 614.076660156 1490 1488 -0.0 0.0 -1.01623535156 -0.0
2.1052980423 614.121398926 1490 1491 -0.0 0.0 1.04992675781 -0.0
2.15512919426 614.175231934 1490 1488 -0.0 0.0 -1.0696105957 -0.0
2.20490407944 614.133972168 1490 1491 -0.0 0.0 1.02447509766 -0.0
2.25470018387 613.986938477 1490 1490 -0.0 0.0 0.0375366210938 -0.0
2.30437517166 614.139465332 1490 1489 -0.0 0.0 -0.0406494140625 -0.0
2.35416913033 614.192749023 1490 1488 -0.0 0.0 -1.04553222656 -0.0
2.40378117561 613.398254395 1490 1489 -0.0 0.0 -0.0341491699219 -0.0
2.45334506035 613.354064941 1490 1491 -0.0 0.0 1.10256958008 -0.0
2.50331711769 614.091491699 1490 1488 -0.0 0.0 -1.08911132812 -0.0
2.55284309387 614.113098145 1490 1491 -0.0 0.0 1.1513671875 -0.0
2.60263514519 614.089660645 1490 1488 -0.0 0.0 -1.1276550293 -0.0
2.65238213539 613.364318848 1490 1491 -0.0 0.0 1.13296508789 -0.0
2.7021241188 614.174499512 1490 1488 -0.0 0.0 -1.26068115234 -0.0
2.75197720528 613.458251953 1490 1490 -0.0 0.0 0.190979003906 -0.0
2.8017179966 614.082458496 1490 1489 -0.0 0.0 -0.252868652344 -0.0
2.85125303268 614.114868164 1490 1490 -0.0 0.0 0.244903564453 -0.0
2.90096020699 614.229919434 1490 1491 -0.0 0.0 1.01724243164 -0.0
2.95066404343 614.121459961 1490 1489 -0.0 0.0 -0.184020996094 -0.0
3.00031900406 614.151245117 1490 1489 -0.0 0.0 -0.750915527344 -0.0
3.05001711845 614.182434082 1490 1489 -0.0 0.0 -0.2607421875 -0.0
3.0997672081 614.187744141 1490 1491 -0.0 0.0 1.19686889648 -0.0
3.14939212799 613.356811523 1490 1489 -0.0 0.0 -0.0130920410156 -0.0
3.1992661953 614.09173584 1490 1488 -0.0 0.0 -1.06201171875 -0.0
3.2487950325 614.050842285 1490 1489 -0.0 0.0 -0.157745361328 -0.0
3.2987511158 614.176696777 1490 1491 -0.0 0.0 1.1545715332 -0.0
3.34846305847 614.192565918 1490 1490 -0.0 0.0 0.0679321289062 -0.0
3.39829015732 614.133239746 1490 1488 -0.0 0.0 -1.10385131836 -0.0
3.44805908203 614.042663574 1490 1489 -0.0 0.0 -0.0397338867188 -0.0
3.49770212173 614.112548828 1490 1490 -0.0 0.0 0.184478759766 -0.0
3.54749107361 614.209594727 1490 1489 -0.0 0.0 -0.175598144531 -0.0
3.59701299667 614.082458496 1490 1490 -0.0 0.0 0.165435791016 -0.0
3.64706110954 613.356933594 1490 1491 -0.0 0.0 1.0696105957 -0.0
3.69694519043 614.307067871 1490 1488 -0.0 0.0 -1.40725708008 -0.0
3.74674105644 614.085876465 1490 1490 -0.0 0.0 0.277313232422 -0.0
3.79646420479 613.383728027 1490 1491 -0.0 0.0 1.05221557617 -0.0
3.84633421898 614.071472168 1490 1489 -0.0 0.0 -0.997467041016 -0.0
3.89600610733 614.21484375 1490 1489 -0.0 0.0 -0.224670410156 -0.0
3.94555401802 613.23046875 1490 1490 -0.0 0.0 0.000457763671875 -0.0
3.99528312683 613.184692383 1490 1491 -0.0 0.0 1.50778198242 -0.0
4.04519701004 613.608032227 1490 1489 -0.0 0.0 -0.117736816406 -0.0
4.09488201141 613.525024414 1490 1488 -0.0 0.0 -1.42428588867 -0.0
4.14501619339 614.010864258 1490 1489 -0.0 0.0 -0.0251770019531 -0.0
4.19431614876 614.033203125 1490 1491 -0.0 0.0 1.40423583984 -0.0
4.24405908585 614.151306152 1490 1488 -0.0 0.0 -1.11575317383 -0.0
4.29374599457 614.010437012 1490 1489 -0.0 0.0 -0.02197265625 -0.0
4.34339809418 613.864440918 1490 1490 -0.0 0.0 0.513977050781 -0.0
4.39310503006 613.477966309 1490 1489 -0.0 0.0 -0.325012207031 -0.0
4.44281816483 614.256286621 1490 1490 -0.0 0.0 0.651123046875 -0.0
4.49252200127 613.86505127 1490 1489 -0.0 0.0 -0.920379638672 -0.0
4.54226613045 613.957397461 1490 1491 -0.0 0.0 1.48699951172 -0.0
4.59187316895 614.182922363 1490 1488 -0.0 0.0 -1.47601318359 -0.0
4.64160013199 613.90447998 1490 1490 -0.0 0.0 0.0122680664062 -0.0
4.69129920006 613.919189453 1490 1490 -0.0 0.0 0.435791015625 -0.0
4.74095416069 614.10925293 1490 1489 -0.0 0.0 -0.271270751953 -0.0
4.79066610336 613.85546875 1490 1489 -0.0 0.0 -0.0259094238281 -0.0
4.84049701691 613.88269043 1490 1491 -0.0 0.0 1.32623291016 -0.0
4.89020514488 614.125854492 1490 1488 -0.0 0.0 -1.30142211914 -0.0
4.93996405602 614.031494141 1490 1489 -0.0 0.0 -0.236206054688 -0.0
4.98963999748 613.066589355 1490 1490 -0.0 0.0 0.291229248047 -0.0
5.03938317299 613.081115723 1490 1490 -0.0 0.0 0.172760009766 -0.0
5.08909010887 614.247375488 1490 1489 -0.0 0.0 -0.133392333984 -0.0
5.13882398605 614.082824707 1490 1490 -0.0 0.0 0.71044921875 -0.0
5.18845009804 613.861328125 1490 1489 -0.0 0.0 -0.695068359375 -0.0
5.23811507225 613.949768066 1490 1491 -0.0 0.0 1.28823852539 -0.0
5.28782105446 614.135498047 1490 1488 -0.0 0.0 -1.66690063477 -0.0
5.33744215965 613.916625977 1490 1490 -0.0 0.0 0.105194091797 -0.0
5.38726115227 614.092529297 1490 1490 -0.0 0.0 0.333892822266 -0.0
5.4369289875 613.581176758 1490 1490 -0.0 0.0 0.589782714844 -0.0
5.48669600487 613.173522949 1490 1489 -0.0 0.0 -0.963592529297 -0.0
5.53634619713 613.112243652 1490 1490 -0.0 0.0 0.225402832031 -0.0
5.58594703674 614.067749023 1490 1490 -0.0 0.0 0.246643066406 -0.0
5.63574099541 614.059570312 1490 1489 -0.0 0.0 -0.412811279297 -0.0
5.6856470108 613.859558105 1490 1490 -0.0 0.0 0.00054931640625 -0.0
5.7353219986 614.095214844 1490 1490 -0.0 0.0 0.237030029297 -0.0
5.78509116173 614.147644043 1490 1489 -0.0 0.0 -0.454833984375 -0.0
5.83474898338 613.963134766 1490 1490 -0.0 0.0 0.376831054688 -0.0
5.88444900513 614.131835938 1490 1489 -0.0 0.0 -0.0121765136719 -0.0
5.93416810036 614.114624023 1490 1489 -0.0 0.0 -0.32958984375 -0.0
5.98394203186 613.950134277 1490 1490 -0.0 0.0 0.111785888672 -0.0
6.03400802612 614.098510742 1490 1490 -0.0 0.0 0.272552490234 -0.0
6.08370709419 614.119018555 1490 1489 -0.0 0.0 -0.123229980469 -0.0
6.13451218605 613.956359863 1490 1489 -0.0 0.0 -0.0927429199219 -0.0
6.18417620659 613.922485352 1490 1490 -0.0 0.0 0.300659179688 -0.0
6.23391699791 614.016296387 1490 1489 -0.0 0.0 -0.115997314453 -0.0
6.2841629982 614.432067871 1490 1489 -0.0 0.0 -0.515716552734 -0.0
6.33382320404 613.997741699 1490 1490 -0.0 0.0 0.0282897949219 -0.0
6.38366508484 613.90637207 1490 1490 -0.0 0.0 0.621826171875 -0.0
6.43315720558 613.878173828 1490 1490 -0.0 0.0 0.0211486816406 -0.0
6.48281908035 613.803405762 1490 1490 -0.0 0.0 0.0800170898438 -0.0
6.53292012215 613.949890137 1490 1489 -0.0 0.0 -0.0668334960938 -0.0
6.58289313316 614.190673828 1490 1489 -0.0 0.0 -0.103637695312 -0.0
6.6328701973 614.275695801 1490 1489 -0.0 0.0 -0.428833007812 -0.0
6.68306517601 614.359436035 1490 1490 -0.0 0.0 0.0216064453125 -0.0
6.73243117332 613.736816406 1490 1489 -0.0 0.0 -0.232360839844 -0.0
6.78253698349 613.806030273 1490 1490 -0.0 0.0 0.78955078125 -0.0
6.83346605301 613.833740234 1490 1490 -0.0 0.0 0.105926513672 -0.0
6.88197016716 614.00402832 1490 1489 -0.0 0.0 -0.105377197266 -0.0
6.93186116219 613.796447754 1490 1489 -0.0 0.0 -0.322723388672 -0.0
6.98192405701 613.561889648 1490 1490 -0.0 0.0 0.517181396484 -0.0
7.03165721893 613.639831543 1490 1490 -0.0 0.0 0.508117675781 -0.0
7.08131313324 614.235351562 1490 1489 -0.0 0.0 -0.554168701172 -0.0
7.13096213341 614.253295898 1490 1489 -0.0 0.0 -0.713562011719 -0.0
7.18102312088 614.013183594 1490 1490 -0.0 0.0 0.163238525391 -0.0
7.23135018349 613.703125 1490 1490 -0.0 0.0 0.458953857422 -0.0
7.28111815453 613.598388672 1490 1489 -0.0 0.0 -0.336547851562 -0.0
7.33081912994 613.376586914 1490 1490 -0.0 0.0 0.813079833984 -0.0
7.38084506989 613.823791504 1490 1489 -0.0 0.0 -0.0526428222656 -0.0
7.4306499958 613.947387695 1490 1489 -0.0 0.0 -0.493194580078 -0.0
7.48050808907 613.602355957 1490 1489 -0.0 0.0 -0.741119384766 -0.0
7.53013801575 613.319396973 1490 1490 -0.0 0.0 0.899230957031 -0.0
7.58019018173 613.09765625 1490 1490 -0.0 0.0 0.803009033203 -0.0
7.63108110428 613.123779297 1490 1490 -0.0 0.0 0.308441162109 -0.0
7.67979502678 613.480407715 1490 1489 -0.0 0.0 -0.0084228515625 -0.0
