Time           X-Position    Pitch PID   P   I    D          Error

0.21680688858 385.132446289 0 
0.266402959824 385.197937012 1500 1499 -0.0 0.0 -0.724822998047 -0.0
0.316179990768 385.617950439 1500 1500 -0.0 0.0 0.196472167969 -0.0
0.365964889526 385.540924072 1500 1501 -0.0 0.0 1.2600402832 -0.0
0.41557598114 385.329498291 1500 1499 -0.0 0.0 -0.231079101562 -0.0
0.465718984604 385.720428467 1500 1501 -0.0 0.0 1.17279052734 -0.0
0.515266895294 385.44543457 1500 1501 -0.0 0.0 1.17279052734 -0.0
0.565426826477 385.430023193 1500 1499 -0.0 0.0 -0.824981689453 -0.0
0.61490893364 385.501861572 1500 1499 -0.0 0.0 -0.0462341308594 -0.0
0.664869785309 385.018096924 1500 1500 -0.0 0.0 0.215515136719 -0.0
0.714514017105 385.120758057 1500 1498 -0.0 0.0 -1.45129394531 -0.0
0.764228820801 385.419891357 1500 1500 -0.0 0.0 0.307983398438 -0.0
0.813952922821 385.500915527 1500 1500 -0.0 0.0 0.897399902344 -0.0
0.863657951355 385.487609863 1500 1500 -0.0 0.0 0.243072509766 -0.0
0.913381814957 385.630310059 1500 1499 -0.0 0.0 -0.0399169921875 -0.0
0.963259935379 384.988647461 1500 1500 -0.0 0.0 0.428100585938 -0.0
1.01296782494 385.525787354 1500 1498 -0.0 0.0 -1.92498779297 -0.0
1.06273293495 385.50479126 1500 1501 -0.0 0.0 1.61141967773 -0.0
1.11244797707 385.489593506 1500 1499 -0.0 0.0 -0.06298828125 -0.0
1.16212201118 385.538330078 1500 1499 -0.0 0.0 -0.0455932617188 -0.0
1.21186685562 385.478271484 1500 1500 -0.0 0.0 0.242614746094 -0.0
1.26157784462 385.356414795 1500 1499 -0.0 0.0 -0.611846923828 -0.0
1.31125688553 385.364715576 1500 1499 -0.0 0.0 -0.0303039550781 -0.0
1.36096596718 385.007904053 1500 1500 -0.0 0.0 0.02490234375 -0.0
1.41064500809 385.420013428 1500 1498 -0.0 0.0 -1.07043457031 -0.0
1.46044492722 385.710571289 1500 1501 -0.0 0.0 1.236328125 -0.0
1.51012301445 385.753845215 1500 1500 -0.0 0.0 0.871673583984 -0.0
1.55997395515 385.66027832 1500 1500 -0.0 0.0 0.129821777344 -0.0
1.60954880714 385.726074219 1500 1499 -0.0 0.0 -0.280700683594 -0.0
1.65927100182 385.725097656 1500 1500 -0.0 0.0 0.197387695312 -0.0
1.70892381668 385.646575928 1500 1499 -0.0 0.0 -0.0029296875 -0.0
1.75869393349 385.50100708 1500 1499 -0.0 0.0 -0.235565185547 -0.0
1.80842089653 385.412872314 1500 1499 -0.0 0.0 -0.436706542969 -0.0
1.85814285278 385.20022583 1500 1499 -0.0 0.0 -0.264404296875 -0.0
1.90801882744 385.013031006 1500 1499 -0.0 0.0 -0.637939453125 -0.0
1.95753979683 385.509002686 1500 1499 -0.0 0.0 -0.561584472656 -0.0
2.00728797913 385.501159668 1500 1501 -0.0 0.0 1.48791503906 -0.0
2.05697488785 385.419952393 1500 1499 -0.0 0.0 -0.0235290527344 -0.0
2.1066429615 385.540893555 1500 1499 -0.0 0.0 -0.243621826172 -0.0
2.15656280518 385.453796387 1500 1500 -0.0 0.0 0.362823486328 -0.0
2.20620894432 385.470336914 1500 1499 -0.0 0.0 -0.261291503906 -0.0
2.25636792183 385.473449707 1500 1500 -0.0 0.0 0.0496215820312 -0.0
2.30654191971 385.439849854 1500 1499 -0.0 0.0 -0.100799560547 -0.0
2.35648989677 385.427825928 1500 1499 -0.0 0.0 -0.0360717773438 -0.0
2.40612483025 385.04989624 1500 1498 -0.0 0.0 -1.1337890625 -0.0
2.45590686798 384.900299072 1500 1499 -0.0 0.0 -0.448791503906 -0.0
2.50563788414 385.59197998 1500 1502 -0.0 0.0 2.07504272461 -0.0
2.55523300171 385.488006592 1500 1499 -0.0 0.0 -0.311920166016 -0.0
2.60495781898 385.499481201 1500 1500 -0.0 0.0 0.034423828125 -0.0
2.65489292145 385.530181885 1500 1499 -0.0 0.0 -0.385162353516 -0.0
