Time Yaw_torque Pitch_torque Roll_torque Shoulder_pitch_torque Elbow_pitch_torque Wrist_pitch_torque shoulder_vel elbow_vel wrist_vel 

0.163973093033 0 0 0 0 0 0 0 0 0
0.214079141617 -0.5 -4.46875 2.6875 10.5625 -12.125 0.4375 0.0 0.0 0.0
0.264594078064 -0.5 -4.46875 2.71875 10.5625 -12.0625 0.375 0.0 0.0 0.0
0.315524101257 -0.53125 -4.5 2.75 10.53125 -12.1875 0.34375 0.0 0.0 0.0
0.364319086075 -0.53125 -4.46875 2.75 10.5 -12.125 0.40625 0.0 0.0 0.0
0.416300058365 -0.53125 -4.4375 2.71875 10.5 -12.03125 0.59375 0.0 0.0 0.0
0.464537143707 -0.5 -4.5 2.71875 10.53125 -12.125 0.21875 0.0 0.0 0.0
0.514080047607 -0.5 -4.4375 2.65625 10.53125 -12.09375 0.53125 0.0 0.0 0.0
0.564058065414 -0.5 -4.46875 2.65625 10.5625 -12.0625 0.5 0.0 0.0 0.0
0.61406493187 -0.53125 -4.4375 2.71875 10.59375 -12.03125 0.53125 0.0 0.0 0.0
0.664211034775 -0.59375 -4.46875 2.84375 10.59375 -12.0625 0.53125 0.0 0.0 0.0
0.714062929153 -0.59375 -4.5 2.78125 10.65625 -12.0625 0.5625 0.0 0.0 0.0
0.764092922211 -0.53125 -4.46875 2.78125 10.625 -12.0625 0.34375 0.0 0.0 0.0
0.814058065414 -0.5625 -4.5 2.78125 10.625 -12.15625 0.5 0.0 0.0 0.0
0.864412069321 -0.53125 -4.5 2.78125 10.625 -12.125 0.65625 0.0 0.0 0.0
0.914078950882 -0.53125 -4.5 2.6875 10.5625 -12.125 0.625 0.0 0.0 0.0
0.964090108871 -0.59375 -4.53125 2.6875 10.625 -12.15625 0.3125 0.0 0.0 0.0
1.01410508156 -0.5625 -4.46875 2.71875 10.59375 -12.0 0.46875 0.0 0.0 0.0
1.06442594528 -0.5625 -4.5 2.75 10.625 -12.0625 0.625 0.0 0.0 0.0
1.11406803131 -0.59375 -4.53125 2.75 10.625 -12.0625 0.59375 0.0 0.0 0.0
1.16405797005 -0.5 -4.5 2.78125 10.59375 -12.09375 0.4375 0.0 0.0 0.0
1.21408390999 -0.46875 -4.5 2.8125 10.625 -12.0625 0.375 0.0 0.0 0.0
1.26406097412 -0.5 -4.5 2.75 10.59375 -12.125 0.53125 0.0 0.0 0.0
1.31436991692 -0.53125 -4.4375 2.6875 10.59375 -12.09375 0.4375 0.0 0.0 0.0
1.36406207085 -0.53125 -4.46875 2.75 10.625 -12.15625 0.625 0.0 0.0 0.0
1.41406106949 -0.5625 -4.4375 2.71875 10.65625 -12.125 0.34375 0.0 0.0 0.0
1.46405911446 -0.53125 -4.5 2.71875 10.625 -12.15625 0.4375 0.0 0.0 0.0
1.514097929 -0.46875 -4.5 2.6875 10.59375 -12.09375 0.5625 0.0 0.0 0.0
1.56406807899 -0.53125 -4.46875 2.6875 10.625 -12.125 0.59375 0.0 0.0 0.0
1.61427998543 -0.46875 -4.46875 2.6875 10.59375 -12.1875 0.59375 0.0 0.0 0.0
1.66406702995 -0.46875 -4.5 2.75 10.625 -12.125 0.40625 0.0 0.0 0.0
1.7140610218 -0.5 -4.4375 2.78125 10.59375 -12.125 0.34375 0.0 0.0 0.0
1.7640581131 -0.53125 -4.4375 2.71875 10.59375 -12.09375 0.625 0.0 0.0 0.0
1.81406903267 -0.53125 -4.46875 2.75 10.625 -12.09375 0.53125 0.0 0.0 0.0
1.86406207085 -0.5625 -4.5 2.75 10.625 -12.125 0.5 0.0 0.0 0.0
