Time Yaw_torque Pitch_torque Roll_torque Shoulder_pitch_torque Elbow_pitch_torque Wrist_pitch_torque shoulder_vel elbow_vel wrist_vel 

0.163699865341 0 0 0 0 0 0 0 0 0
0.21381688118 -0.4375 -4.40625 2.75 10.59375 -12.0625 0.53125 0.0 0.0 0.0
0.263809919357 -0.46875 -4.4375 2.71875 10.625 -12.0625 0.46875 0.0 0.0 0.0
0.313800096512 -0.46875 -4.4375 2.75 10.59375 -12.15625 0.46875 0.0 0.0 0.0
0.363787889481 -0.375 -4.46875 2.71875 10.59375 -12.09375 0.40625 0.0 0.0 0.0
0.413810014725 -0.46875 -4.375 2.6875 10.5625 -12.09375 0.53125 0.0 0.0 0.0
0.463818073273 -0.5 -4.40625 2.71875 10.53125 -12.125 0.59375 0.0 0.0 0.0
0.514242887497 -0.4375 -4.46875 2.71875 10.5625 -12.125 0.5625 0.0 0.0 0.0
0.564132928848 -0.4375 -4.40625 2.78125 10.59375 -12.0625 0.28125 0.0 0.0 0.0
0.613790988922 -0.4375 -4.40625 2.8125 10.53125 -12.0625 0.34375 0.0 0.0 0.0
0.663795948029 -0.5 -4.4375 2.8125 10.5625 -12.0625 0.53125 0.0 0.0 0.0
0.713757038116 -0.46875 -4.40625 2.75 10.5625 -12.0625 0.4375 0.0 0.0 0.0
0.763787031174 -0.46875 -4.46875 2.84375 10.5625 -12.09375 0.59375 0.0 0.0 0.0
0.813790082932 -0.46875 -4.46875 2.875 10.5625 -12.09375 0.40625 0.0 0.0 0.0
0.863785028458 -0.5 -4.40625 2.8125 10.5625 -12.0625 0.21875 0.0 0.0 0.0
0.913793087006 -0.5 -4.40625 2.75 10.59375 -12.0625 0.59375 0.0 0.0 0.0
0.963798999786 -0.46875 -4.375 2.75 10.625 -12.125 0.5 0.0 0.0 0.0
1.0137860775 -0.46875 -4.375 2.78125 10.5625 -12.125 0.34375 0.0 0.0 0.0
1.0637960434 -0.46875 -4.375 2.78125 10.53125 -12.09375 0.3125 0.0 0.0 0.0
1.1137919426 -0.40625 -4.40625 2.78125 10.59375 -12.09375 0.5625 0.0 0.0 0.0
1.1637969017 -0.4375 -4.40625 2.78125 10.5625 -12.125 0.5 0.0 0.0 0.0
1.21379709244 -0.46875 -4.40625 2.78125 10.625 -12.15625 0.5 0.0 0.0 0.0
1.26379108429 -0.4375 -4.4375 2.75 10.59375 -12.15625 0.5 0.0 0.0 0.0
1.31407690048 -0.5 -4.4375 2.78125 10.625 -12.15625 0.59375 0.0 0.0 0.0
1.36403489113 -0.40625 -4.40625 2.75 10.625 -12.125 0.40625 0.0 0.0 0.0
1.41380691528 -0.4375 -4.375 2.78125 10.625 -12.09375 0.3125 0.0 0.0 0.0
1.46378993988 -0.46875 -4.375 2.8125 10.6875 -12.15625 0.5 0.0 0.0 0.0
1.5137898922 -0.46875 -4.3125 2.8125 10.59375 -12.15625 0.53125 0.0 0.0 0.0
1.56378698349 -0.4375 -4.375 2.75 10.625 -12.09375 0.375 0.0 0.0 0.0
1.61380004883 -0.46875 -4.40625 2.78125 10.625 -12.125 0.34375 0.0 0.0 0.0
1.66384387016 -0.40625 -4.375 2.78125 10.625 -12.15625 0.5625 0.0 0.0 0.0
1.71380591393 -0.40625 -4.375 2.8125 10.65625 -12.125 0.375 0.0 0.0 0.0
1.76382803917 -0.40625 -4.4375 2.84375 10.59375 -12.0625 0.4375 0.0 0.0 0.0
1.81381797791 -0.40625 -4.4375 2.78125 10.625 -12.1875 0.53125 0.0 0.0 0.0
1.86379599571 -0.4375 -4.375 2.78125 10.625 -12.1875 0.40625 0.0 0.0 0.0
1.91380786896 -0.4375 -4.34375 2.84375 10.625 -12.125 0.28125 0.0 0.0 0.0
1.96380591393 -0.4375 -4.4375 2.78125 10.65625 -12.15625 0.4375 0.0 0.0 0.0
2.01419496536 -0.40625 -4.375 2.75 10.625 -12.15625 0.625 0.0 0.0 0.0
2.06382703781 -0.46875 -4.40625 2.8125 10.65625 -12.15625 0.375 0.0 0.0 0.0
