Time Yaw_torque Pitch_torque Roll_torque Shoulder_pitch_torque Elbow_pitch_torque Wrist_pitch_torque shoulder_vel elbow_vel wrist_vel 

0.118266105652 0 0 0 0 0 0 0 0 0
0.168414115906 -0.65625 -4.40625 3.8125 11.3125 -9.78125 0.625 0.0 0.0 0.0
0.218408107758 -0.5625 -4.5 3.875 11.375 -9.84375 0.46875 0.0 0.0 0.0
0.268388986588 -0.53125 -4.5 3.875 11.375 -9.78125 0.5 0.0 0.0 0.0
0.318421125412 -0.5625 -4.5625 3.84375 11.375 -9.8125 0.4375 0.0 0.0 0.0
0.368386030197 -0.53125 -4.5625 3.90625 11.375 -9.84375 0.53125 0.0 0.0 0.0
0.418409109116 -0.625 -4.40625 3.84375 11.3125 -9.78125 0.59375 0.0 0.0 0.0
0.468412160873 -0.59375 -4.3125 3.90625 11.28125 -9.84375 0.4375 0.0 0.0 0.0
0.518418073654 -0.625 -4.375 3.90625 11.34375 -9.8125 0.5 0.0 0.0 0.0
0.568387985229 -0.59375 -4.46875 3.875 11.375 -9.875 0.4375 0.0 0.0 0.0
0.618376016617 -0.625 -4.53125 3.84375 11.40625 -9.78125 0.40625 0.0 0.0 0.0
0.668467998505 -0.5625 -4.5625 3.78125 11.4375 -9.78125 0.40625 0.0 0.0 0.0
0.718403100967 -0.59375 -4.59375 3.8125 11.46875 -9.8125 0.4375 0.0 0.0 0.0
0.768388032913 -0.59375 -4.5625 3.8125 11.375 -9.78125 0.59375 0.0 0.0 0.0
0.818412065506 -0.5625 -4.5 3.84375 11.4375 -9.84375 0.53125 0.0 0.0 0.0
0.868393182755 -0.53125 -4.4375 3.84375 11.34375 -9.78125 0.59375 0.0 0.0 0.0
0.918783187866 -0.59375 -4.34375 3.90625 11.375 -9.78125 0.625 0.0 0.0 0.0
0.968398094177 -0.625 -4.40625 3.84375 11.40625 -9.71875 0.65625 0.0 0.0 0.0
1.01839017868 -0.65625 -4.46875 3.875 11.4375 -9.75 0.65625 0.0 0.0 0.0
1.06917214394 -0.5625 -4.53125 3.8125 11.46875 -9.75 0.5625 0.0 0.0 0.0
1.11837601662 -0.625 -4.5625 3.78125 11.4375 -9.75 0.6875 0.0 0.0 0.0
1.16840004921 -0.625 -4.53125 3.78125 11.375 -9.75 0.5625 0.0 0.0 0.0
1.21837902069 -0.5625 -4.5 3.84375 11.34375 -9.84375 0.65625 0.0 0.0 0.0
1.26847100258 -0.5625 -4.375 3.8125 11.3125 -9.84375 0.625 0.0 0.0 0.0
1.31834197044 -0.59375 -4.34375 3.8125 11.3125 -9.78125 0.625 0.0 0.0 0.0
1.36860609055 -0.625 -4.34375 3.84375 11.3125 -9.875 0.65625 0.0 0.0 0.0
1.41840219498 -0.59375 -4.5 3.875 11.375 -9.78125 0.59375 0.0 0.0 0.0
1.46839499474 -0.59375 -4.53125 3.78125 11.40625 -9.84375 0.5625 0.0 0.0 0.0
1.51839113235 -0.5625 -4.5625 3.875 11.40625 -9.8125 0.5 0.0 0.0 0.0
1.56838917732 -0.53125 -4.5 3.84375 11.40625 -9.8125 0.53125 0.0 0.0 0.0
1.61838698387 -0.59375 -4.46875 3.875 11.375 -9.78125 0.5 0.0 0.0 0.0
1.66841197014 -0.625 -4.4375 3.84375 11.34375 -9.78125 0.46875 0.0 0.0 0.0
1.71838617325 -0.59375 -4.40625 3.84375 11.28125 -9.78125 0.5625 0.0 0.0 0.0
1.76837515831 -0.59375 -4.40625 3.9375 11.34375 -9.75 0.4375 0.0 0.0 0.0
1.818390131 -0.59375 -4.5 3.84375 11.3125 -9.75 0.5 0.0 0.0 0.0
1.86838006973 -0.59375 -4.46875 3.875 11.4375 -9.78125 0.375 0.0 0.0 0.0
1.91838908195 -0.59375 -4.625 3.84375 11.4375 -9.78125 0.40625 0.0 0.0 0.0
1.96837615967 -0.59375 -4.5625 3.84375 11.375 -9.8125 0.40625 0.0 0.0 0.0
2.01838898659 -0.5625 -4.5 3.78125 11.3125 -9.84375 0.46875 0.0 0.0 0.0
2.06839513779 -0.625 -4.4375 3.8125 11.375 -9.8125 0.4375 0.0 0.0 0.0
2.1185541153 -0.59375 -4.40625 3.84375 11.40625 -9.75 0.34375 0.0 0.0 0.0
2.16836810112 -0.6875 -4.4375 3.78125 11.40625 -9.75 0.34375 0.0 0.0 0.0
2.21860003471 -0.625 -4.46875 3.84375 11.34375 -9.78125 0.25 0.0 0.0 0.0
2.26840996742 -0.59375 -4.5 3.875 11.375 -9.8125 0.3125 0.0 0.0 0.0
2.31835699081 -0.59375 -4.53125 3.84375 11.46875 -9.78125 0.375 0.0 0.0 0.0
2.36839008331 -0.625 -4.46875 3.8125 11.46875 -9.78125 0.375 0.0 0.0 0.0
2.41837596893 -0.59375 -4.4375 3.78125 11.40625 -9.75 0.375 0.0 0.0 0.0
2.46839904785 -0.5625 -4.40625 3.8125 11.40625 -9.8125 0.4375 0.0 0.0 0.0
2.51838517189 -0.5625 -4.4375 3.78125 11.375 -9.8125 0.375 0.0 0.0 0.0
2.56838703156 -0.53125 -4.5 3.8125 11.40625 -9.78125 0.40625 0.0 0.0 0.0
2.61837816238 -0.5625 -4.46875 3.8125 11.40625 -9.78125 0.34375 0.0 0.0 0.0
2.66834616661 -0.5625 -4.5625 3.84375 11.4375 -9.78125 0.34375 0.0 0.0 0.0
2.71837210655 -0.53125 -4.5 3.875 11.4375 -9.8125 0.375 0.0 0.0 0.0
2.76835203171 -0.625 -4.5625 3.90625 11.375 -9.78125 0.4375 0.0 0.0 0.0
2.81838202477 -0.53125 -4.5 3.84375 11.375 -9.84375 0.4375 0.0 0.0 0.0
2.86835813522 -0.59375 -4.5 3.78125 11.4375 -9.875 0.5 0.0 0.0 0.0
2.91834998131 -0.53125 -4.5 3.8125 11.40625 -9.84375 0.53125 0.0 0.0 0.0
2.96835708618 -0.5 -4.46875 3.84375 11.4375 -9.84375 0.53125 0.0 0.0 0.0
3.01838803291 -0.5 -4.46875 3.875 11.4375 -9.8125 0.53125 0.0 0.0 0.0
3.07027411461 -0.53125 -4.46875 3.9375 11.46875 -9.84375 0.46875 0.0 0.0 0.0
3.11838102341 -0.59375 -4.46875 3.9375 11.4375 -9.875 0.5625 0.0 0.0 0.0
3.16861414909 -0.53125 -4.5 3.9375 11.46875 -8.25 0.71875 0.0 0.05859375 -0.02734375
3.21835708618 -0.65625 -4.375 3.875 11.3125 -7.1875 0.6875 0.00390625 0.1328125 -0.10546875
3.26834797859 -0.625 -4.46875 3.9375 11.59375 -7.875 0.6875 0.0078125 0.2421875 -0.125
