Time           Y-Position    Roll  PID   P   I    D          Error

0.196501016617 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.246298074722 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.296139001846 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.345936059952 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.395624876022 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.445372104645 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.49508190155 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.544766902924 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.594774961472 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.64429807663 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.694003105164 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.74375295639 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.793859004974 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.843558073044 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.893362045288 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.943104982376 0.0 1500 1500 -0.0 0.0 0.0 -0.0
0.993059873581 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.04263091087 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.09233498573 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.14215493202 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.19173598289 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.24160695076 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.29130601883 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.34117603302 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.39071893692 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.44064497948 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.4903819561 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.54006791115 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.5898039341 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.63948607445 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.68965005875 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.73908495903 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.78926992416 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.8392469883 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.88887691498 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.93882703781 0.0 1500 1500 -0.0 0.0 0.0 -0.0
1.98836398125 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.03804206848 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.08787488937 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.13754606247 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.18747997284 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.23720693588 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.28689002991 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.33657693863 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.38617897034 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.43598508835 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.4856569767 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.53554987907 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.58550190926 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.63558602333 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.68514895439 0.0 1500 1500 -0.0 0.0 0.0 -0.0
2.73509192467 0.0 1500 1500 -0.0 0.0 0.0 -0.0
