Time           X-Position    Pitch PID   P   I    D          Error

0.214476108551 321.799804688 1500 1500 -0.0 0.0 7.32421875e-05 -0.0
0.264156103134 321.866882324 1500 1499 -0.0 0.0 -0.0232040405273 -0.0
0.314366102219 321.101898193 1500 1500 -0.0 0.0 0.115351867676 -0.0
0.363675117493 321.153778076 1500 1499 -0.0 0.0 -0.0974945068359 -0.0
0.413223981857 321.173553467 1500 1500 -0.0 0.0 0.000283813476562 -0.0
0.462895154953 321.755584717 1500 1499 -0.0 0.0 -0.0307205200195 -0.0
0.512668132782 321.164428711 1500 1499 -0.0 0.0 -0.00556640625 -0.0
0.562370061874 321.771759033 1500 1500 -0.0 0.0 0.0230255126953 -0.0
0.612122058868 321.741516113 1500 1500 -0.0 0.0 0.00453643798828 -0.0
0.66165304184 321.79699707 1500 1499 -0.0 0.0 -0.00832214355469 -0.0
0.711585998535 321.761383057 1500 1500 -0.0 0.0 0.00534210205078 -0.0
0.761145114899 320.944671631 1500 1500 -0.0 0.0 0.122506713867 -0.0
0.81107711792 321.784698486 1500 1499 -0.0 0.0 -0.12600402832 -0.0
0.865626096725 321.770996094 1500 1500 -0.0 0.0 0.0200317382812 -0.0
0.915290117264 321.848114014 1500 1500 -0.0 0.0 0.0984191894531 -0.0
0.964964151382 321.665527344 1500 1499 -0.0 0.0 -0.130604553223 -0.0
1.01496005058 321.717163086 1500 1500 -0.0 0.0 0.129386901855 -0.0
1.06462001801 320.97088623 1500 1500 -0.0 0.0 0.00408782958984 -0.0
1.11441707611 320.943725586 1500 1499 -0.0 0.0 -0.0178894042969 -0.0
1.16438817978 321.035705566 1500 1499 -0.0 0.0 -0.103179931641 -0.0
1.21394395828 321.826446533 1500 1500 -0.0 0.0 0.123316955566 -0.0
1.26363515854 321.688964844 1500 1499 -0.0 0.0 -0.137727355957 -0.0
1.31375718117 320.94833374 1500 1500 -0.0 0.0 0.138226318359 -0.0
1.36339712143 321.759216309 1500 1500 -0.0 0.0 0.00122222900391 -0.0
1.41319012642 320.990966797 1500 1499 -0.0 0.0 -0.0250991821289 -0.0
1.46330618858 321.004211426 1500 1500 -0.0 0.0 0.0171844482422 -0.0
1.51313495636 321.776977539 1500 1499 -0.0 0.0 -0.012158203125 -0.0
1.56637811661 321.795623779 1500 1499 -0.0 0.0 -0.10546875 -0.0
1.61533498764 321.762573242 1500 1500 -0.0 0.0 0.00627593994141 -0.0
1.66497516632 321.805480957 1500 1499 -0.0 0.0 -0.00647735595703 -0.0
1.71472406387 321.696838379 1500 1500 -0.0 0.0 0.0916809082031 -0.0
1.76443219185 321.759979248 1500 1499 -0.0 0.0 -0.0820770263672 -0.0
1.81419014931 321.710571289 1500 1499 -0.0 0.0 -0.00668334960938 -0.0
1.86415815353 321.765045166 1500 1500 -0.0 0.0 0.120510864258 -0.0
1.91379308701 321.855865479 1500 1499 -0.0 0.0 -0.115214538574 -0.0
1.96345710754 320.993713379 1500 1499 -0.0 0.0 -0.00687561035156 -0.0
2.01373696327 321.844848633 1500 1500 -0.0 0.0 0.0952056884766 -0.0
2.06369113922 321.683044434 1500 1499 -0.0 0.0 -0.0932235717773 -0.0
2.11332798004 321.775299072 1500 1500 -0.0 0.0 0.000137329101562 -0.0
2.16305112839 321.018341064 1500 1500 -0.0 0.0 0.0857208251953 -0.0
2.21285796165 320.963623047 1500 1499 -0.0 0.0 -0.0799621582031 -0.0
2.26242518425 321.666778564 1500 1500 -0.0 0.0 0.0888610839844 -0.0
2.31211304665 321.763946533 1500 1499 -0.0 0.0 -0.0978790283203 -0.0
2.36175203323 321.712249756 1500 1500 -0.0 0.0 0.104067993164 -0.0
2.41186618805 320.984100342 1500 1499 -0.0 0.0 -0.101600646973 -0.0
2.46151804924 321.755096436 1500 1500 -0.0 0.0 0.112651062012 -0.0
2.51120018959 321.704620361 1500 1499 -0.0 0.0 -0.0156875610352 -0.0
2.56086397171 321.691101074 1500 1499 -0.0 0.0 -0.0903854370117 -0.0
2.6106030941 321.801483154 1500 1500 -0.0 0.0 0.00266876220703 -0.0
2.66034603119 321.001281738 1500 1499 -0.0 0.0 -0.00935211181641 -0.0
2.70999598503 321.058868408 1500 1499 -0.0 0.0 -0.00185852050781 -0.0
2.75960016251 321.709686279 1500 1500 -0.0 0.0 0.127578735352 -0.0
2.80978512764 321.726409912 1500 1499 -0.0 0.0 -0.141494750977 -0.0
2.86002206802 321.10446167 1500 1500 -0.0 0.0 0.0240463256836 -0.0
2.90967011452 321.7706604 1500 1499 -0.0 0.0 -0.0259002685547 -0.0
2.95932817459 321.680145264 1500 1500 -0.0 0.0 0.0218536376953 -0.0
3.00910305977 321.656341553 1500 1500 -0.0 0.0 0.0117599487305 -0.0
3.05890917778 321.733917236 1500 1499 -0.0 0.0 -0.0182739257812 -0.0
3.10858201981 321.790924072 1500 1500 -0.0 0.0 0.104763793945 -0.0
3.15830206871 321.03692627 1500 1499 -0.0 0.0 -0.128535461426 -0.0
3.20791101456 321.723236084 1500 1500 -0.0 0.0 0.016291809082 -0.0
3.25773215294 321.785217285 1500 1500 -0.0 0.0 0.116610717773 -0.0
3.30737519264 320.935546875 1500 1499 -0.0 0.0 -0.0995956420898 -0.0
3.35815906525 321.710998535 1500 1500 -0.0 0.0 0.109030151367 -0.0
3.40786314011 321.75793457 1500 1499 -0.0 0.0 -0.000357055664062 -0.0
3.45751309395 321.67880249 1500 1499 -0.0 0.0 -0.119000244141 -0.0
3.50721716881 321.724975586 1500 1499 -0.0 0.0 -0.00196380615234 -0.0
3.55754303932 321.096282959 1500 1500 -0.0 0.0 0.0205078125 -0.0
3.60695910454 321.792205811 1500 1500 -0.0 0.0 0.106489562988 -0.0
3.65679812431 320.980133057 1500 1499 -0.0 0.0 -0.00919647216797 -0.0
3.70645904541 321.774688721 1500 1499 -0.0 0.0 -0.106484985352 -0.0
3.756098032 321.021942139 1500 1499 -0.0 0.0 -0.000874328613281 -0.0
3.80597901344 321.06161499 1500 1500 -0.0 0.0 0.112417602539 -0.0
3.85564112663 321.713897705 1500 1500 -0.0 0.0 0.00213775634766 -0.0
3.9053940773 321.688537598 1500 1500 -0.0 0.0 0.0108901977539 -0.0
3.95512604713 321.888427734 1500 1499 -0.0 0.0 -0.13214263916 -0.0
4.00493812561 321.07409668 1500 1500 -0.0 0.0 0.112554931641 -0.0
4.05485200882 321.700866699 1500 1500 -0.0 0.0 0.017692565918 -0.0
